identificador;nombre;tipoMonumento;identificadorBienInteresCultural;calle;clasificacion;tipoConstruccion;codigoPostal;Descripcion;periodoHistorico;coordenadas_latitud;coordenadas_longitud;poblacion_provincia;poblacion_municipio;poblacion_localidad;pto_geolocalizado;poblacion;coordenadas
26192;Iglesia de San Miguel;Iglesias y Ermitas;7614;Plaza de San Miguel;Arquitectura Religiosa;Iglesia;34005;"<p>De comienzos del siglo XI y finalizada en el siglo XII, destaca en ella su &aacute;bside rom&aacute;nico&nbsp; en sus principios y un estilo global rom&aacute;nico &ndash; ojival, al igual que su torre calada del siglo XIII, mezcla religiosa y militar. Considerada lugar en el que se cas&oacute; el Cid Campeador.</p>
<p>Bajo la torre se encuentra la portada principal, ya plenamente g&oacute;tica, con seis arquivoltas y figuras que contrastan con el altorrelieve rom&aacute;nico. <br /> En el interior, tres naves divididas por pilastras que sostienen las b&oacute;vedas de crucer&iacute;a.<br /> <br /> Joyas se consideran&nbsp; su Cristo del siglo XIV en el Presbiterio y los altares de los siglos XVII y XVIII, uno de ellos con una Piedad flamenca, en las capillas laterales y un fragmento de mural g&oacute;tico en el muro pr&oacute;ximo a la puerta lateral. Como se aprecia hablamos de una obra &uacute;nica, merecedora de una visita.&nbsp; &nbsp;</p>";Edad Media;42.007844;-4.534237;Palencia;Palencia;Palencia;42.007844,-4.534237;"{""provincia"": ""Palencia"", ""municipio"": ""Palencia"", ""localidad"": ""Palencia""}";"{""latitud"": ""42.007844"", ""longitud"": ""-4.534237""}"
26197;Basílica de San Vicente;Iglesias y Ermitas;355;Calle de San Vicente, 4;Arquitectura Religiosa;Iglesia;5001;"<p align=""justify"">La Bas&iacute;lica de San Vicente o Bas&iacute;lica de los Santos M&aacute;rtires Vicente, Sabina y Cristeta, fue erigida en honor a estos hermanos martirizados en el siglo IV durante la persecuci&oacute;n a los cristianos dictada por Daciano. En los laterales del sepulcro se relata la historia de su persecuci&oacute;n, hasta su muerte.</p>
<p align=""justify"">Iniciada su construcci&oacute;n en el siglo XII, es un claro ejemplo de la transici&oacute;n del rom&aacute;nico al g&oacute;tico, destacando su cabecera, el sistema de b&oacute;vedas central, su P&oacute;rtico Principal o de la Gloria con labradas arquivoltas. Su triple &aacute;bside de gran altura, alcanza el g&oacute;tico pleno en su cimborrio, con ventanas ojivales en sus cuatro caras.</p>
<p align=""justify""><span>En la cripta se encuentra la imagen de la virgen de la Soterra&ntilde;a (S.XV), venerada por Santa Teresa de Jes&uacute;s. &nbsp; &nbsp;</span></p>
<p align=""justify"">Escult&oacute;ricamente, adem&aacute;s del sepulcro, destacan los capiteles de la portada sur, con una Anunciaci&oacute;n, la portada occidental con Cristo Majestad y el Apostolado y en la que se narra la par&aacute;bola del rico Epul&oacute;n y el pobre L&aacute;zaro. Una gran maravilla hist&oacute;rica.</p>";Edad Media;40.658014;-4.696019;Ávila;Ávila;Ávila;40.658014,-4.696019;"{""provincia"": ""Ávila"", ""municipio"": ""Ávila"", ""localidad"": ""Ávila""}";"{""latitud"": ""40.658014"", ""longitud"": ""-4.696019""}"
26204;Iglesia de Santo Tomás Cantuariense;Iglesias y Ermitas;10010;C/ Corredera, 51;Arquitectura Religiosa;Iglesia;49800;"<p>Iglesia Rom&aacute;nica, de tres naves, construida en el siglo XII y reconstruida en los siglos XVI y XVIII.</p>
<p>Destaca su interior por su rico retablo, una obra del siglo XVI, considerado por muchos en la provincia de Zamora con pinturas de Lorenzo de &Aacute;vila y escultura de Jacques Bernal. Fragmentado en cinco calles, resaltando la central, y los episodios que en ella se plasman. Retablo dedicado a la vida de Jesucristo, excepto las escenas en las que la protagonista es la Virgen Mar&iacute;a. Un discurso iconogr&aacute;fico cargado de color que sin duda es rico y hermoso de contemplar, un retablo con presencia de inscripciones, algo poco habitual.</p>
<p>Junto al retablo, en los lados, encontramos doce &oacute;leos renacentistas, conserv&aacute;ndose tambi&eacute;n dos columnas de m&aacute;rmol del siglo X, de la primera repoblaci&oacute;n moz&aacute;rabe de Toro, en tiempos de Alfonso III.</p>";Edad Media;41.524614;-5.391948;Zamora;Toro;Toro;41.524614,-5.391948;"{""provincia"": ""Zamora"", ""municipio"": ""Toro"", ""localidad"": ""Toro""}";"{""latitud"": ""41.524614"", ""longitud"": ""-5.391948""}"
26211;Iglesia y Convento de Santa Clara;Iglesias y Ermitas;1576;;Arquitectura Religiosa;"Monasterio / Convento;Iglesia";9240;"<p>Ubicada en Briviesca, capital de la comarca burgalesa de La Bureba, encrucijada de caminos en &eacute;poca romana, y escenario de luchas entre cristianos y moros, all&aacute; por tiempos de la Reconquista.</p>
<p>En 1387, se celebraron en Briviesca las Cortes de Castilla, lo que la convirti&oacute; en tribuna y capital del reino, momento de m&aacute;ximo esplendor de la villa y cuando se construyeron los principales edificios religiosos, como es el que en este caso tratamos, el convento de Santa Clara. Una ciudad reconocida por su planta urban&iacute;stica, plata regular articulada en cuadr&iacute;cula con restos claros de la cultura romana. Iglesia de grandes proporciones, con b&oacute;vedas de crucer&iacute;a, con esbeltas columnas integradas en los muros.</p>
<p>Del convento destaca la peque&ntilde;a torre campanario situada en la fachada principal. Un conjunto que a&uacute;n conserva grandeza y el esplendor de lo que fue.</p>";Edad Moderna;42.549596;-3.322117;Burgos;Briviesca;Briviesca;42.549596,-3.322117;"{""provincia"": ""Burgos"", ""municipio"": ""Briviesca"", ""localidad"": ""Briviesca""}";"{""latitud"": ""42.549596"", ""longitud"": ""-3.322117""}"
26248;Ermita de San Roque;Iglesias y Ermitas;11344;;Arquitectura Religiosa;Ermita;40422;"<p align=""justify"">En la falda norte de la Sierra de Guadarrama, en un paraje aislado y en lo alto del cerro divisamos a lo lejos la Ermita de San Roque. Construida en el siglo XVI es una construcci&oacute;n de mamposter&iacute;a, sencilla, de planta rectangular, cubierta de madera&nbsp; y tejado a cuatro aguas. Posee sillares de granito en el frontal,&nbsp;con contrafuertes exteriores, mamposter&iacute;a tambi&eacute;n en los largos muros, y sillares en las esquinas. Un conjunto con cornisa volada, frente al cual podemos ver las cruces de un viacrucis.&nbsp;</p>
<p align=""justify"">Su solado de madera posee dibujos geom&eacute;tricos&nbsp;y piezas de cer&aacute;mica sustituyendo antiguas l&aacute;pidas. Una ermita con acceso a trav&eacute;s de doble portada y arco de medio punto, con dovelas marcadas para procesiones y fiestas patronales de Otero de Herreros. Una ermita muy bien conservada por los habitantes del lugar. Un espacio de oraci&oacute;n, muy especial y festivo, guardando todo el encanto de tiempos pasados.</p>";Edad Moderna;40.823176;-4.203981;Segovia;Otero de Herreros;Otero de Herreros;40.823176,-4.203981;"{""provincia"": ""Segovia"", ""municipio"": ""Otero de Herreros"", ""localidad"": ""Otero de Herreros""}";"{""latitud"": ""40.823176"", ""longitud"": ""-4.203981""}"
26251;Iglesia del Convento de Las Madres Isabeles (Alba de Tormes);Iglesias y Ermitas;8433;;Arquitectura Religiosa;"Monasterio / Convento;Iglesia";37800;"<p align=""justify"">Alba de Tormes nos sorprende, una vez m&aacute;s, con este magn&iacute;fico edificio destacado por su iglesia. Un convento fundado por la Tercera Orden de San Francisco, d&aacute;ndole el nombre de Isabeles su Santa titular. Su parte m&aacute;s antigua es la iglesia, pues fue Aldonza Ru&iacute;z de Barrientos quien apresur&oacute; la construcci&oacute;n, mujer importante para la obra, quien leg&oacute; toda su herencia al convento tras enviudar y pretend&iacute;a reposar all&iacute; tras su muerte. Pas&oacute; en el convento sus &uacute;ltimos a&ntilde;os.</p>
<p align=""justify"">El templo est&aacute; formado por dos partes bien diferenciadas, la capilla, de &aacute;bside semihexagonal, techada con b&oacute;veda de crucer&iacute;a y la nave, con decoraciones renacentistas que hacen pensar en una dataci&oacute;n de la segunda mitad del siglo XVI, que cierra con una armadura de par y nudillo, a cuyos pies se encuentra el doble coro bajo y alto. Adem&aacute;s destaca una peque&ntilde;a capilla sepulcral enriquecida con decoraci&oacute;n escult&oacute;rica.</p>";Edad Moderna;40.827174;-5.509259;Salamanca;Alba de Tormes;Alba de Tormes;40.827174,-5.509259;"{""provincia"": ""Salamanca"", ""municipio"": ""Alba de Tormes"", ""localidad"": ""Alba de Tormes""}";"{""latitud"": ""40.827174"", ""longitud"": ""-5.509259""}"
54107;Iglesia de San Andrés;Iglesias y Ermitas;;Calle de San Andrés, 2;;Iglesia;49001;"<p>La actual Iglesia de San Andr&eacute;s se alz&oacute; sobre un antiguo templo rom&aacute;nico pero &eacute;sta fue completamente reedificada entre 1550 y 1570 seg&uacute;n determin&oacute; Antonio de Sotelo, que fue uno de los capitanes de Hern&aacute;n Cortes en la Conquista de M&eacute;xico.</p>
<p>De la construcci&oacute;n original conserva la torre desmochada y parte de la fachada norte. Es un gran templo con una sola nave muy amplia y cuenta en su cabecera con dos capillas gemelas que se comunican entre s&iacute;. Las capillas est&aacute;n cubiertas por b&oacute;vedas de crucer&iacute;a, mientras que el cuerpo central presenta una armadura morisca sujeta por arcos perpia&ntilde;os obra de Garc&iacute;a de Luzaga. En su origen una era para los feligreses y otra reservada para la familia Sotelo.<br/>La obra escult&oacute;rica funeraria destaca por la estatua orante de Antonio de Sotelo con la armadura de &eacute;poca, realizada en alabastro. En su interior se pueden contemplar retablos de los siglos XVII y XVIII. De esta &eacute;poca son tambi&eacute;n los diecis&eacute;is paramentos que representan la Pasi&oacute;n y cuyos muros son cubiertos durante la Cuaresma.</p>
<p>Al mecenazgo de los Sotelo tambi&eacute;n se debe el gran retablo de su capilla, obra de Juan Falcote, el curioso retablo del pilar central fechado en 1585 y el magn&iacute;fico yacente en alabastro de Juan de Sotelo, realizado por Pompeyo Leoni en 1589.</p>";Edad Media;41.503418;-5.743699;Zamora;Zamora;Zamora;41.503418,-5.743699;"{""provincia"": ""Zamora"", ""municipio"": ""Zamora"", ""localidad"": ""Zamora""}";"{""latitud"": ""41.503418"", ""longitud"": ""-5.743699""}"
57239;Iglesia Nuestra Señora de la Asunción;Iglesias y Ermitas;;;;Iglesia;;"<p>La Iglesia de Nuestra Se&ntilde;ora de la Asunci&oacute;n, soberbio edificio del siglo XVI de estilo renacentista y construida en ladrillo donde sobresale su torre. &Oacute;rgano barroco.</p>";Edad Moderna;41.413934;-4.906240;Valladolid;Seca (La);Seca (La);41.413934,-4.90624;"{""provincia"": ""Valladolid"", ""municipio"": ""Seca (La)"", ""localidad"": ""Seca (La)""}";"{""latitud"": ""41.413934"", ""longitud"": ""-4.906240""}"
111859;Iglesia de Nuestra Señora de la Asunción;Iglesias y Ermitas;;C/ Larga, s/n;Arquitectura Religiosa;Iglesia;5212;"<p>Adorna la parte superior de su &aacute;bside mud&eacute;jar con un &uacute;nico orden de esbeltas arquer&iacute;as que arrancan desde un z&oacute;calo de altura desproporcionada.<br/> En el interior, en la capilla mayor, se repiten las arquer&iacute;as y aparece ya el friso de esquinillas y sobre el profundo tramo recto del presbiterio se levanta un campanario a modo de cimborrio cubierto con una c&uacute;pula de media naranja sobre pechinas.</p>";Edad Media;41.017531;-4.898144;Ávila;Fuentes de Año;Fuentes de Año;41.017531,-4.898144;"{""provincia"": ""Ávila"", ""municipio"": ""Fuentes de Año"", ""localidad"": ""Fuentes de Año""}";"{""latitud"": ""41.017531"", ""longitud"": ""-4.898144""}"
161014;Iglesia de La Veracruz;Iglesias y Ermitas;;Campo de San Francisco, s/n;Arquitectura Religiosa;Iglesia;;"<p>Levantada por la cofrad&iacute;a del mismo nombre en el siglo XVI en el lugar donde los cofrades realizaban la penitencia o disciplina. La portada fue trazada por el arquitecto Rodrigo Gil de Honta&ntilde;&oacute;n. El interior fue remodelado al gusto barroco por Joaqu&iacute;n de Churriguera en el siglo XVIII. Tiene planta de cruz latina de una sola nave, cubierta con b&oacute;veda de lunetos. Destaca el magn&iacute;fico retablo de Joaqu&iacute;n de Churriguera presidido por la imagen de la Inmaculada Concepci&oacute;n de Gregorio Fern&aacute;ndez.Tambi&eacute;n se puede ver la Cruz procesional de plata en una hornacina del muro del Evangelio, obra de Pedro Ben&iacute;tez.&nbsp;</p>";Edad Moderna;40.966183;-5.667708;Salamanca;Salamanca;Salamanca;40.966183,-5.667708;"{""provincia"": ""Salamanca"", ""municipio"": ""Salamanca"", ""localidad"": ""Salamanca""}";"{""latitud"": ""40.966183"", ""longitud"": ""-5.667708""}"
172247;Iglesia de Santo Tomás Apóstol;Iglesias y Ermitas;;C/ Iglesia de Otero, 37;Arquitectura Religiosa;Iglesia;49320;"<p>La iglesia de Santo Tom&aacute;s Ap&oacute;stol cuenta con diferentes estilos arquitect&oacute;nicos: rom&aacute;nico, mud&eacute;jar, barroco o su espectacular retablo de 63 metros cuadrados, que es renacentista. Nada m&aacute;s entrar al templo llama la atenci&oacute;n la multitud de pinturas que cubren pr&aacute;cticamente toda la iglesia en sus cubiertas y columnas, popularmente en la zona se ha denominado a esta iglesia ""la Capilla Sixtina sanabresa"".&nbsp;&nbsp;</p>";;42.049809;-6.573666;Zamora;Palacios de Sanabria;Otero de Sanabria;42.049809,-6.573666;"{""provincia"": ""Zamora"", ""municipio"": ""Palacios de Sanabria"", ""localidad"": ""Otero de Sanabria""}";"{""latitud"": ""42.049809"", ""longitud"": ""-6.573666""}"
188934;Iglesia de San Pedro;Iglesias y Ermitas;;;;;;"<p align=""justify"">La iglesia de San Pedro de Lordemanos se presenta como un magn&iacute;fico testimonio de las posibilidades que ofreci&oacute; la carpinter&iacute;a de armar y de su adecuaci&oacute;n a las diferentes necesidades y usos. Adem&aacute;s de los modelos destinados a techar la parte alta de los muros, las cualidades de este sistema se aprovecharon para construir espacios lit&uacute;rgicos como el coro situado a los pies del templo, de finales del siglo XVII.</p>
<p align=""justify"">Pero el trabajo de carpinter&iacute;a m&aacute;s destacado es la armadura que cubre el presbiterio, obra completamente policromada con motivos vegetales de tradici&oacute;n g&oacute;tica entre los que abundan hojas y tallos de vides con uvas y cardinas entrelazadas.</p>
<p align=""justify"">Junto a ellos se conservan dos emblemas que simbolizan la parroquia y su santo titular (una jarra y dos llaves) a los que se suma un tercer escudo de armas perteneciente a los Pimentel, condes de Benavente y benefactores de esta parroquia a finales del siglo XV.</p>
<p><b>Armadura de cubierta. Presbiterio (finales del siglo XV)</b></p>
<p><b>Coro (finales del siglo XVII)</b></p>
<p><b>Armadura de cubierta. Nave (finales del siglo XVIII-principios del siglo XIX)</b></p>";;42.081630;-5.605751;León;Cimanes de la Vega;Lordemanos;42.08163,-5.605751;"{""provincia"": ""León"", ""municipio"": ""Cimanes de la Vega"", ""localidad"": ""Lordemanos""}";"{""latitud"": ""42.081630"", ""longitud"": ""-5.605751""}"
188938;Iglesia de Santa Eulalia;Iglesias y Ermitas;;;;;;"<p align=""justify"">Para facilitar la incorporaci&oacute;n de entramados geom&eacute;tricos en las armaduras de cubierta los carpinteros idearon la t&eacute;cnica ataujerada. Consist&iacute;a en ocultar la estructura de las cubiertas con tableros sobre los que se clavaban taujeles o peque&ntilde;os listones de madera con los que se llevaban a cabo los diferentes dise&ntilde;os.</p>
<p align=""justify"">Este m&eacute;todo liber&oacute; a los maestros del oficio de las imposiciones estructurales y estimul&oacute; el desarrollo de desbordantes fantas&iacute;as decorativas como las ruedas de lazo de diez puntas que engalanan la armadura de cubierta de Grajal de Ribera. En la parte inferior, los aliceres a&uacute;n conservan policrom&iacute;as de hojarascas, frutos bulbosos y emblemas del linaje de los Pimentel, condes de Benavente, y de los Qui&ntilde;ones, condes de Luna, lo que permite concretar que el promotor de esta obra fue Rodrigo Alfonso de Pimentel (&dagger;1499).</p>
<p><b>Armadura de cubierta. Capilla mayor (finales del siglo XV)</b></p>";;42.174879;-5.675747;León;Antigua (La);Grajal de Ribera;42.174879,-5.675747;"{""provincia"": ""León"", ""municipio"": ""Antigua (La)"", ""localidad"": ""Grajal de Ribera""}";"{""latitud"": ""42.174879"", ""longitud"": ""-5.675747""}"
188952;Iglesia de Santiago Apóstol;Iglesias y Ermitas;;;;;;"<p align=""justify"">Los maestros carpinteros desempe&ntilde;aron su oficio de manera itinerante. Acompa&ntilde;ados por los oficiales y aprendices de su taller y provistos de sus herramientas de trabajo, se desplazaban a los distintos destinos hasta finalizar el encargo.</p>
<p align=""justify"">Esta pr&aacute;ctica explica en buena medida la repetici&oacute;n de algunos modelos y ornamentos de la carpinter&iacute;a de armar a lo largo de nuestra geograf&iacute;a, aunque en otras ocasiones este fen&oacute;meno atiende a las condiciones de los contratos, en las que con frecuencia el promotor exig&iacute;a que los trabajos se llevaran a cabo &ldquo;conforme&rdquo; a los existentes en otro lugar. De este modo, conjuntos como el de la sala capitular de San Marcos de Le&oacute;n se convirtieron desde temprano en modelo de prestigio a imitar, alcanzando su tipo de lacer&iacute;a una difusi&oacute;n tan amplia que llegar&aacute; a emplearse en ejemplares del siglo XVII como el de Valcabado del P&aacute;ramo. Este entramado geom&eacute;trico de gran regularidad, formado por el arranque de estrellas de ocho puntas, fue incorporado en el almizate de esta techumbre que tambi&eacute;n cuenta con diversos motivos tallados, como dentellones, espejos circulares, arquillos, cadenetas y ornamentos vegetales de raigambre cl&aacute;sica.</p>
<p><strong>Armadura de cubierta. Nave (principios del siglo XVII)</strong></p>
<br/>
<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""4"" align=""center"">
<tbody>
<tr>
<td><img src=""/turismocyl-admin/proxia-admin/contents/images?name=content&namespace=contents&field=resourcesHash.1.resourceFiles.0.file&skipcache=3924"" alt=""resource_img:1"" width=""250"" height=""167"" data-mce-id=""Descripcion_312782"" data-mce-aspectratio=""true"" data-mce-width=""250"" data-mce-realwidth=""250"" data-mce-height=""167"" data-mce-realheight=""167""/></td>
<td><img src=""/turismocyl-admin/proxia-admin/contents/images?name=content&namespace=contents&field=resourcesHash.2.resourceFiles.0.file&skipcache=94363"" alt=""resource_img:2"" width=""250"" height=""166"" data-mce-id=""Descripcion_421925"" data-mce-aspectratio=""true"" data-mce-width=""250"" data-mce-realwidth=""250"" data-mce-height=""166"" data-mce-realheight=""166""/></td>
</tr>
</tbody>
</table>
<br/>";;42.223505;-5.804326;León;Roperuelos del Páramo;Valcabado del Páramo;42.223505,-5.804326;"{""provincia"": ""León"", ""municipio"": ""Roperuelos del Páramo"", ""localidad"": ""Valcabado del Páramo""}";"{""latitud"": ""42.223505"", ""longitud"": ""-5.804326""}"
188954;Iglesia de San Félix;Iglesias y Ermitas;;;;;;"<p align=""justify"">El siglo XVII supuso el inicio de la lenta decadencia de la carpinter&iacute;a de armar, como amargamente recordaba Diego L&oacute;pez de Arenas en su <i>Breve compendio de</i> <i>la carpinter&iacute;a de lo blanco </i>impreso en Sevilla en 1633: <i>&ldquo;de malos aprendices se cr&iacute;an los</i> <i>malos oficiales, y de malos oficiales vienen</i> <i>a ser peores maestros, cogiendo medidas al</i> <i>vuelo de haberlo o&iacute;do decir sin saber si quien</i> <i>se lo dice los enga&ntilde;a y, as&iacute;, cuando van a ejecutar,</i> <i>se hallan confusos y de este modo van</i> <i>amenguando las obras&rdquo;</i></p>
<p align=""justify"">Pero el oficio mostr&oacute; s&iacute;ntomas de resistencia para legarnos conjuntos como el del crucero y la nave de la iglesia de San F&eacute;lix de la Vega. La exuberante decoraci&oacute;n de tiempos pasados ha dado paso aqu&iacute; a una sobria red de cuadrados que se concentra en el almizate. Varios artesones octogonales y algunos ornamentos de inspiraci&oacute;n cl&aacute;sica tallados en la madera fueron suficientes para completar estas obras de sencilla apariencia pero correcta ejecuci&oacute;n t&eacute;cnica que hoy se nos presentan como &uacute;ltimos s&iacute;ntomas de vitalidad de una actividad que iba acerc&aacute;ndose a su ocaso.</p>
<p><b>Armadura de cubierta. Nave (principios del siglo XVII)</b></p>
<p><b>Armadura de cubierta. Crucero (principios del siglo XVII)</b></p>";;42.397126;-5.949732;León;Riego de la Vega;San Felix de la Vega;42.397126,-5.949732;"{""provincia"": ""León"", ""municipio"": ""Riego de la Vega"", ""localidad"": ""San Felix de la Vega""}";"{""latitud"": ""42.397126"", ""longitud"": ""-5.949732""}"
189038;Iglesia de los santos Facundo y Primitivo;Iglesias y Ermitas;;;;;;"<p align=""justify""><img src=""/turismocyl-admin/proxia-admin/contents/images?name=content&namespace=contents&field=resourcesHash.1.resourceFiles.0.file&skipcache=21266"" alt=""resource_img:1"" width=""250"" height=""166"" align=""right"" data-mce-id=""Descripcion_717937"" data-mce-aspectratio=""true"" data-mce-width=""250"" data-mce-realwidth=""250"" data-mce-height=""166"" data-mce-realheight=""166""/>Retablo mayor situado sobre sotabanco de f&aacute;brica y con estructura de estilo g&oacute;tico de finales del siglo XV. Mediante estilizados pilares fasciculados que rematan en pin&aacute;culos, el retablo se estructura en tres cuerpos de cinco calles con un guardapolvo superior ligeramente curvado que imita una b&oacute;veda de crucer&iacute;a. A la estructura anterior se a&ntilde;adi&oacute; un tabern&aacute;culo o sagrario renacentista que recuerda a los elaborados por los seguidores de Gaspar Becerra durante el &uacute;ltimo cuarto del siglo XVI. Tambi&eacute;n parecen pertenecer a esta &eacute;poca las tablas pict&oacute;ricas en las que se representan pasajes del ciclo de la <em>Pasi&oacute;n de Cristo </em>en el cuerpo inferior, escenas de la vida de la Virgen e <em>Infancia de Jes&uacute;s </em>en el superior y escenas del martirio de los santos titulares, san Facundo y san Primitivo, en el cuerpo intermedio, cuyas im&aacute;genes tambi&eacute;n se reproducen con esculturas de bulto redondo en la calle central.</p>
<p align=""justify"">Restaurado en 2021.</p>
<br/>
<p><strong>Horario de visita</strong>: 11 a 14 y 17 a 20.</p>
<p><strong>Tel&eacute;fono</strong>: 987781015</p>
<p>Precio:1&euro;.</p>
<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""4"" align=""center"">
<tbody>
<tr>
<td><img src=""/turismocyl-admin/proxia-admin/contents/images?name=content&namespace=contents&field=resourcesHash.2.resourceFiles.0.file&skipcache=45287"" alt=""resource_img:2"" width=""250"" height=""122"" data-mce-id=""Descripcion_617764"" data-mce-aspectratio=""true"" data-mce-width=""250"" data-mce-realwidth=""250"" data-mce-height=""122"" data-mce-realheight=""122""/>&nbsp;</td>
<td><img src=""/turismocyl-admin/proxia-admin/contents/images?name=content&namespace=contents&field=resourcesHash.3.resourceFiles.0.file&skipcache=38870"" alt=""resource_img:3"" width=""250"" height=""134"" data-mce-id=""Descripcion_103321"" data-mce-aspectratio=""true"" data-mce-width=""250"" data-mce-realwidth=""250"" data-mce-height=""134"" data-mce-realheight=""134""/></td>
</tr>
</tbody>
</table>";;42.56103191118539;-5.04835515982821;León;Villaselán;Villaselán;42.5610319112,-5.04835515983;"{""provincia"": ""León"", ""municipio"": ""Villaselán"", ""localidad"": ""Villaselán""}";"{""latitud"": ""42.56103191118539"", ""longitud"": ""-5.04835515982821""}"
189040;Iglesia de Cristo Rey;Iglesias y Ermitas;;;;;;"<p align=""justify"">Este retablo renacentista, procedente de la iglesia de la Vera Cruz de Valderas y elaborado durante el segundo tercio del siglo XVI, est&aacute; compuesto por una mazoner&iacute;a dorada, policromada y ricamente decorada con grutescos y motivos <em>a candelieri</em>. A trav&eacute;s de una sucesi&oacute;n de pilastras y entablamentos, el conjunto se organiza en cuatro cuerpos de tres calles. Solo la calle central del segundo cuerpo acoge una imagen de bulto redondo de la <em>Virgen con el Ni&ntilde;o</em>, mientras que el resto vienen ocupadas por tablas pict&oacute;ricas en las que, sobre un grupo de seis ap&oacute;stoles que conforma el piso inferior, se narran episodios de los ciclos de la <em>Infancia de Jes&uacute;s </em>y de la <em>Virgen Mar&iacute;a</em>, as&iacute; como un grupo de tres tablas en el piso superior con im&aacute;genes de la <em>Pasi&oacute;n. </em></p>
<p><strong>Horario de visita</strong>: 11 a 14 y 17 a 20.</p>
<p><strong>Tel&eacute;fono</strong>: 679161756.</p>
<p>Precio:1&euro;.</p>
<table width=""100%"" border=""0"" cellspacing=""0"" cellpadding=""4"" align=""center"">
<tbody>
<tr>
<td>&nbsp;<img src=""/turismocyl-admin/proxia-admin/contents/images?name=content&namespace=contents&field=resourcesHash.1.resourceFiles.0.file&skipcache=72850"" alt=""resource_img:1"" width=""250"" height=""166"" data-mce-id=""Descripcion_343408"" data-mce-aspectratio=""true"" data-mce-width=""250"" data-mce-realwidth=""250"" data-mce-height=""166"" data-mce-realheight=""166""/></td>
<td><img src=""/turismocyl-admin/proxia-admin/contents/images?name=content&namespace=contents&field=resourcesHash.2.resourceFiles.0.file&skipcache=39478"" alt=""resource_img:2"" width=""250"" height=""251"" data-mce-id=""Descripcion_60213"" data-mce-aspectratio=""true"" data-mce-width=""250"" data-mce-realwidth=""250"" data-mce-height=""251"" data-mce-realheight=""251""/>&nbsp;</td>
</tr>
<tr>
<td>&nbsp;<img src=""/turismocyl-admin/proxia-admin/contents/images?name=content&namespace=contents&field=resourcesHash.3.resourceFiles.0.file&skipcache=86909"" alt=""resource_img:3"" width=""250"" height=""147"" data-mce-id=""Descripcion_251993"" data-mce-aspectratio=""true"" data-mce-width=""250"" data-mce-realwidth=""250"" data-mce-height=""147"" data-mce-realheight=""147""/></td>
<td><img src=""/turismocyl-admin/proxia-admin/contents/images?name=content&namespace=contents&field=resourcesHash.4.resourceFiles.0.file&skipcache=70356"" alt=""resource_img:4"" width=""250"" height=""136"" data-mce-id=""Descripcion_822483"" data-mce-aspectratio=""true"" data-mce-width=""250"" data-mce-realwidth=""250"" data-mce-height=""136"" data-mce-realheight=""136""/>&nbsp;</td>
</tr>
<tr>
<td>&nbsp;<img src=""/turismocyl-admin/proxia-admin/contents/images?name=content&namespace=contents&field=resourcesHash.5.resourceFiles.0.file&skipcache=77521"" alt=""resource_img:5"" width=""250"" height=""209"" data-mce-id=""Descripcion_445255"" data-mce-aspectratio=""true"" data-mce-width=""250"" data-mce-realwidth=""250"" data-mce-height=""209"" data-mce-realheight=""209""/></td>
<td><img src=""/turismocyl-admin/proxia-admin/contents/images?name=content&namespace=contents&field=resourcesHash.6.resourceFiles.0.file&skipcache=2068"" alt=""resource_img:6"" width=""250"" height=""347"" data-mce-id=""Descripcion_434372"" data-mce-aspectratio=""true"" data-mce-width=""250"" data-mce-realwidth=""250"" data-mce-height=""347"" data-mce-realheight=""347""/>&nbsp;</td>
</tr>
</tbody>
</table>";;42.802893;-5.127535;León;Cistierna;Cistierna;42.802893,-5.127535;"{""provincia"": ""León"", ""municipio"": ""Cistierna"", ""localidad"": ""Cistierna""}";"{""latitud"": ""42.802893"", ""longitud"": ""-5.127535""}"
