Fichero actualizado a fecha: 2025-05-07 04:08:56
"Título";"Nombre";"Descripción";"Directorio";"Fotografia";"ExperienciaProfesional";"FechaPosesion";"FormacionAcademica";"LugarNacimiento";"Retribuciones";"Curriculum";"CurriculumLargo";Identificador;actualizacionMetadatos;Enlace al contenido;
"Consejero de la Presidencia";"Luis Miguel González Gago";;"Consejero de la Presidencia";"https://datosabiertos.jcyl.es/web/jcyl/binarios/230/621/23-Cargo-Luis-Miguel-Gonzalez-Gago-Conj-Presidencia.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>En el <strong>plano profesional</strong>, pertenece por oposición al <strong>Cuerpo de Letrados</strong> de los Servicios Jurídicos de la Comunidad de Castilla y León desde 1990, habiendo desarrollado su labor profesional ante el Tribunal Superior de Justicia de Castilla y León con sede en Burgos y ante los Juzgados y Tribunales de dicha provincia, pasando posteriormente a ocupar el puesto de Letrado-Jefe de la entonces Consejería de Presidencia y Administración Territorial.</li>
<li>Especializado en el campo del Derecho Administrativo general y autonómico, particularmente en Régimen Local y en Función Pública, ha realizado diversos artículos en revistas y publicaciones jurídicas y participado en diversos simposios y congresos, habiendo colaborado como <strong>profesor</strong> en la Escuela de Práctica Jurídica de la Facultad de Derecho de Valladolid, en la Escuela Regional de Policías Locales y en la Escuela de Administración Pública de Castilla y León.</li>
</ul>
<p></p>
<ul>
<li>En el <strong>plano institucional</strong>, en la legislatura 1999-2003 ocupó el cargo de <strong>Director General de Calidad de los Servicios</strong>, pasando a desarrollar en la legislatura 2003-2007 el puesto de <strong>Director General de Administración Territorial</strong>, y en la legislatura 2007-2011 el cargo de <strong>Secretario General de la entonces Consejería de Interior y Justicia</strong> de la Junta de Castilla y León, todo ello con el entonces Consejero Alfonso Fernández Mañueco.</li>
<li>En la legislatura 2011-2015 fue nombrado <strong>Director de Ordenación del Territorio y Administración Local</strong> de la Consejería de la Presidencia, puesto en el que repitió en la pasada legislatura 2015-2019, para gestionar las competencias de ordenación del territorio, que se unen a los asuntos de la administración local y las relaciones del gobierno regional con los ayuntamientos y diputaciones. Así mismo, desde ese centro directivo se ejercieron las políticas públicas de juego y apuestas, y el desarrollo administrativo y gestión de las elecciones autonómicas.</li>
<li>En la legislatura 2019-2022 salió elegido <strong>Procurador</strong> por las Cortes de Castilla y León por Valladolid.</li>
</ul>";"20230515";"<ul>
<li>Licenciado en Derecho por la Universidad de Valladolid,</li>
<li>Diplomado en la Escuela de Práctica Jurídica por la Universidad de Valladolid,</li>
<li>Cursos de Doctorado en Derecho Administrativo y Derecho Internacional Público por la Universidad de Valladolid.</li>
</ul>";;;;;1285278193030;20230717;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285278193030/Organigrama";
"Delegado para el Corredor Atlántico y Redes Complementarias";"Luis Fuentes Rodríguez";;"Delegado para el Corredor Atlántico y Redes Complementarias";"https://datosabiertos.jcyl.es/web/jcyl/binarios/12/951/23-Cargo-03112023-DCorredor-LUIS-FUENTES.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Presidente de las Cortes de Castilla y León (2019-2022).</li>
<li>Miembro de la Ejecutiva permanente de la Conferencia de Presidentes de Parlamentos Autonómicos, COPREPA (2019-2022).</li>
<li>Miembro de la Conferencia de Asambleas Legislativas de EU, CARLE (2019-2022). En este órgano, ha ejercido de responsable de los grupos de trabajo sobre &lsquo;Despoblación y Envejecimiento&rsquo; y para la consecución de los Objetivos de Desarrollo Sostenible (ODS) de la Agenda 2030.</li>
<li>Portavoz del Grupo Parlamentario Ciudadanos en las Cortes de Castilla y León (2015-2019).</li>
<li>Concejal en el Ayuntamiento de San Pelayo de Guareña, Salamanca (2003-2011).</li>
<li>Responsable de Ventas y Expansión en Publioferta SL (1997-2015).</li>
<li>Asesor técnico de la Asociación Castellano y Leonesa de Criadores de Ganado Porcino Ibérico, ASACRIBER (1994-1996).</li>
<li>Técnico del área de Serología Porcina en el Servicio Territorial de Agricultura y Ganadería de Salamanca (1992-1994).</li>
<li>Director-gerente para la puesta en marcha del matadero frigorífico de Arenas de San Pedro, Ávila (1991).</li>
<li>Director de la explotación porcina Valdeparral en Salamanca (1988-1990).</li>
<li>Coordinación y dirección de eventos organizados por el Ministerio de Cultura y el Ayuntamiento de Madrid (1981-1987)</li>
</ul>";"20231103";"<ul>
<li>Diplomado en Ciencias Empresariales por la Universidad de Salamanca</li>
</ul>";;;;;1285327691503;20231128;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285327691503/Organigrama";
"Delegado Territorial de León";"Eduardo Diego Pinedo";;"Delegado Territorial de León";"https://datosabiertos.jcyl.es/web/jcyl/binarios/547/991/23-Cargo-DT-Leon-Eduardo-Diego-Pinedo.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Funcionario de carrera, Grupo A1 como jefe de la Unidad de Estudios y Coordinación de la Delegación Territorial de la Junta en León desde 2020</li>
<li>Funcionario de carrera, Grupo A1 como jefe de la Sección de Transparencia, Relaciones Institucionales y Comunicación en la Diputación de León. 2019</li>
<li>Funcionario de carrera, Grupo A1 como técnico en Relaciones Institucionales y Comunicación de la Diputación de León. 2007-2016</li>
<li>Jefe del Gabinete de Presidencia de la Diputación de León. 2003-2007 y 2016-2019</li>
<li>Jefe del Gabinete de la Alcaldía de León. 1999-2003</li>
<li>Redactor Jefe-Coordinador de la sección Local en Diario de León 1997-1999</li>
<li>Redactor de las secciones Provincia y Local en Diario de León. 1991-1997</li>
<li>Redactor y locutor en La Voz de Euskadi (Vitoria) 1990-1991</li>
</ul>";"20230616";"<ul>
<li>Licenciado en Ciencias de la Información por la Universidad del País Vasco en 1990</li>
<li>Doctor en Periodismo por la Universidad Autónoma de Barcelona en 2018</li>
<li>Máster Universitario en Investigación en Comunicación y Periodismo por la Universidad Autónoma de Barcelona. 2013-2014</li>
<li>Experto Universitario en Planificación de Márketing y Comunicación Institucional de las AAPP por la Universidad de Valencia. 2009</li>
<li>Máster Universitario en Gestión de la Comunicación Política y Electoral por la Universidad Autónoma de Barcelona. 2002-2003</li>
<li>Máster Universitario en Periodismo por la Universidad del País Vasco. 1990-1991</li>
</ul>";;;;;1285288983582;20230620;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285288983582/Organigrama";
"Delegado Territorial de Segovia";"José Luis Sanz Merino";;"Delegado Territorial de Segovia";"https://datosabiertos.jcyl.es/web/jcyl/binarios/670/916/23-Cargo-DELEGADO-TERRITORIAL-SEGOVIA.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Funcionario de la Junta de Castilla y León: Cuerpo Superior de Administración: 1991-2011 y 2022-2023. Segovia: Servicio Territorial Medio Ambiente, Oficina Territorial Trabajo, Servicio Territorial Sanidad, Gerencia Asistencia Sanitaria SACyL, Secretaría Territorial.</li>
<li>Procurador por Segovia en las Cortes de Castilla y León. 2022-2023</li>
<li>Viceconsejero de Infraestructuras y Emergencias de la Consejería de Fomento y Medio Ambiente. 2019-2022</li>
<li>Profesor Asociado Departamento de Derecho Constitucional de la UVA; Campus Segovia 2009-2018: Derecho, Publicidad y Escuela Ingeniería Informática.</li>
<li>Inspección de trabajo: Subinspector de Empleo y Seguridad 1988-1991. Segovia y Álava</li>
<li>Inspector de entrevistadores-encuestadores, Instituto Nacional de Estadística, Delegación de Segovia: 1987-1988</li>
<li>Abogado del Ilustre Colegio de Segovia (no ejerciente)</li>
<li>Diputado Delegado Acción Territorial y de Administración y Personal de la Diputación de Segovia. 2011-2019</li>
<li>Concejal Ayuntamiento Escalona del Prado (Segovia). 2003-2019</li>
<li>Vocal Consejo Administración y Comisión Ejecutiva Caja Segovia. 1996-1999 y 2003-2011</li>
<li>Consorcio Provincial Medio Ambiente Segovia: vocal Junta de Gobierno. 1997-1999, 2016-2019</li>
<li>Tte. Alcalde, Concejal Urbanismo, Tráfico y Transporte. Ayuntamiento de Segovia. 1995-1999</li>
</ul>";"20230602";"<ul>
<li>Licenciado en Derecho por la Universidad Complutense de Madrid en 1984.</li>
</ul>";;;;;1285277659018;20230605;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285277659018/Organigrama";
"Directora general de Familias, Infancia, Atención a la Diversidad";"Esperanza Álvarez Molina";;"Directora General de Familias Infancia y Atención a la Diversidad";"https://datosabiertos.jcyl.es/web/jcyl/binarios/894/163/23-Cargo-DG-Familia-Infancia-ESPERANZA-ALVAREZ-MOLINA.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Jefa de Servicio de Inspección y Registro de Entidades, Servicios y Centros en la Gerencia de Servicios Sociales de Castilla y León.</li>
<li>Directora del Centro Ocupacional El Cid de Burgos.</li>
<li>Funcionaria del Cuerpo Superior Facultativo de Especialidades (Pedagogía) de la Administración de la Comunidad de Castilla y León.</li>
<li>Técnico gestora de la Junta de Andalucía para la Integración Social del Enfermo Mental en Cádiz.</li>
<li>Subdirectora de acreditación de formación continuada de la Agencia de Calidad Sanitaria de la Junta de Andalucía.</li>
<li>Jefa de Servicio de Calidad y Participación Ciudadana de la Junta de Andalucía.</li>
<li>Docente en actividades de formación para empleados públicos.</li>
<li>Docente en el Máster de Administración Pública de la Universidad de Sevilla.</li>
<li>Mentora senior en el programa de Iniciativa Mentor del IAAP.</li>
<li>Participante en la elaboración de la Guía de Interpretación del Modelo EFQM versión 2010 para las Administraciones Públicas, coordinada por la Agencia Estatal de Evaluación y Calidad (AEVAL)</li>
<li>Participante en el Comité de Valoración de Acreditación de Centros de Atención a Personas con Discapacidad.</li>
</ul>";"20231027";"<ul>
<li>Licenciada en Pedagogía por la Universidad de Málaga.</li>
<li>Licenciada en Psicología por la UNED.</li>
<li>Diploma de experto universitario en Gestión y desarrollo de profesionales de servicios sanitarios por la Universidad de Granada.</li>
<li>Participante en el grupo de investigación de alcance internacional del proyecto &lsquo;Roma&rsquo; de la Universidad de Málaga, centrado en el análisis y estudio de programas de intervención educativa, social y familiar para la integración escolar y social de las personas con Síndrome de Down.</li>
</ul>";;;;;1285327225230;20231031;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285327225230/Organigrama";
"Director de Acción Exterior";"Vacante, por suplencia la Directora de General de Relaciones Institucionales";;"Directora de Acción Exterior";;;;;;;;;1285327477691;20231215;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285327477691/Organigrama";
"Directora de los Servicios Jurídicos";"María García Fonseca";;"Directora de los Servicios Jurídicos";"https://datosabiertos.jcyl.es/web/jcyl/binarios/343/728/23-Cargo-TOMA-POSESION-CONSEJERIA-PRESIDENCIA-D-Serv-Juridicos.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Letrada en Consejería de Movilidad y Transformación Digital (noviembre 2022 - abril 2023) y Letrada jefe (abril 2023 - actualidad).</li>
<li>Directora general Atención al Ciudadano y Calidad de los Servicios en la Consejería de Transparencia, Acción Exterior y Ordenación del Territorio de la Junta de Castilla y León (2019-2022)</li>
<li>Secretaria del Pleno y de las Secciones del Consejo Consultivo de Castilla y León (2014-2019)</li>
<li> Letrada Jefe en el Consejo Consultivo de Castilla y León (2008-2019 y 2022)</li>
<li>Letrada en la Consejería de Hacienda (2007-2008)</li>
<li>Letrada en el Consejo Consultivo de Castilla y León (2003-2007)</li>
<li>Letrada en la Consejería de Educación y Cultura (2000-2003)</li>
<li>Docente en la Escuela de Práctica Jurídica. Organizado por la Universidad de Valladolid en colaboración con la Junta de Castilla y León</li>
<li>Docente en cursos organizados por la ECLAP: &lsquo;El Procedimiento Administrativo. Especialización&rsquo; y &lsquo;Responsabilidad patrimonial de las Administraciones Públicas&rsquo;.</li>
<li>Docente en Jornadas formativas sobre la Administración Local y la Función Consultiva, organizadas por el Consejo Consultivo de Castilla y León y las diputaciones (2017-2018)</li>
<li>Directora de las III Jornadas de letrados de Consejos Consultivos y Consejo de Estado. Zamora (2014).</li>
</ul>";"20230602";"<ul>
<li>Licenciada en Derecho. Facultad de Derecho. Universidad de Salamanca (1988-1993)</li>
<li>Licenciada en Ciencias Políticas y de la Administración. Universidad de Salamanca (2010-2012)</li>
<li>XIII Programa de liderazgo en la gestión pública. IESE (Universidad de Navarra) (2014-2015)</li>
</ul>";;;;;1285278203570;20230605;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285278203570/Organigrama";
"Directora del Gabinete del Presidente";"Susana Hernández Herrero";;"Directora del Gabinete del Presidente";"https://datosabiertos.jcyl.es/web/jcyl/binarios/376/822/22-Cargo-Dir-Gabinete-Presidente-Susana.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Jefa de prensa del presidente de la Junta de Castilla y León. 2019-2023</li>
<li>Directora de Comunicación del Ayuntamiento de Salamanca. 2017-2019</li>
<li>Asesora de Comunicación en el Gabinete del alcalde de Salamanca. 2005-2017</li>
<li>Jefa de la sección Local en La Gaceta Regional de Salamanca. 2003-2005</li>
<li>Responsable del Área de Política Municipal y coordinadora del Suplemento Cultural en La Gaceta Regional de Salamanca. 2000-2003</li>
</ul>";"20230616";"<ul>
<li>Licenciada en Ciencias de la Información por la Universidad Pontificia de Salamanca en el año 2000.</li>
<li>Máster en Formación de Profesorado</li>
</ul>";;;;;1285288892028;20230616;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285288892028/Organigrama";
"Gerente de Servicios Sociales y Comisionada Regional para la Droga";"Esperanza Vázquez Boyero";;"Gerente de Servicios Sociales";"https://datosabiertos.jcyl.es/web/jcyl/binarios/1022/620/23-Cargo-Gerente-Servicios-Sociales-ESPERANZA-VAZQUEZ-BOYERO.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Directora General de Familias, Infancia y Atención a la Diversidad de la Consejería de Familia e Igualdad de Oportunidades y Comisionada Regional para la Droga en la Gerencia de Servicios Sociales de la Junta de Castilla y León (2019-2023).</li>
<li>Directora General de la Mujer y Comisionada Regional para la Droga en la Gerencia de Servicios Sociales de la Junta de Castilla y León (2015-2019).</li>
<li>Directora General de Recursos Humanos en la Gerencia Regional de Salud de la Junta de Castilla y León (2007-2015).</li>
<li>Directora Provincial de Educación en Valladolid (2001-2007).</li>
<li>Directora Técnica Administrativa en la Gerencia de Servicios Sociales de la Junta de Castilla y León (1999-2001)</li>
</ul>";"20231027";"<ul>
<li>Licenciada en Derecho por la Universidad de Valladolid.</li>
<li>Funcionaria del Cuerpo Superior de la Administración de la Comunidad de Castilla y León.</li>
</ul>";;;;;1285327226213;20231031;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285327226213/Organigrama";
"Directora Gerente de la Gerencia Regional de Salud";"María Jesús Violeta Martínez Pindado";;"Directora Gerente de la Gerencia Regional de Salud";"https://datosabiertos.jcyl.es/web/jcyl/binarios/656/174/23-Cargo-GERENTE-REGIONAL-SALUD-VIOLETA-MARTINEZ-PINDADO.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Médico Inspector del Cuerpo Sanitario del INSALUD desde 1987.</li>
<li>Jefe de Área de Inspección Médica en Reinosa, Cantabria. 1988.</li>
<li>Jefe de Área de Inspección Médica en Aranda de Duero, Burgos. 1989.</li>
<li>Médico Inspector del INSALUD en Valladolid durante 6 años. 1990-1996</li>
<li>Jefe de Sección de Coordinación de las Áreas de Inspección Médica en Valladolid. 1996 </li>
<li>Coordinador Médico de Equipos de la Gerencia de Atención Primaria de Valladolid Este. 1997.</li>
<li>Directora Médico de Atención Primaria en Valladolid Este. 1998</li>
<li>Directora Gerente del 061 de Castilla y León, posteriormente Gerencia de Emergencias Sanitarias de Castilla y León, durante 9 años. 1999-2007.</li>
<li>Gerente de Salud de las Áreas de Valladolid durante 12 años. 2007-2019.</li>
<li>Desde el 2020 hasta la actualidad, Médico Inspector de la Gerencia de Salud de Valladolid.</li>
</ul>";"20230217";"<ul>
<li>Licenciada en Medicina y Cirugía por la Universidad de Valladolid en 1982.</li>
<li>Especialista Universitario en Gestión Sanitaria por la Universidad de León en 1993.</li>
<li>Titulada en el Programa de Alta Dirección de Instituciones Sanitarias del IESE de Madrid en 2008</li>
</ul>";;;;;1285122904839;20230317;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285122904839/Organigrama";
"Secretario General";"Carlos Raúl de Pablos Pérez";;"Secretario General de Familia e Igualdad de Oportunidades";"https://datosabiertos.jcyl.es/web/jcyl/binarios/369/187/23-Cargo-SG-Familia-CARLOS-RAUL-DE-PABLOS-PEREZ.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Gerente de Servicios Sociales en la Consejería de Familia e Igualdad de Oportunidades (desde 2015).</li>
<li>Director General de Familia y Políticas Sociales en la Consejería de Familia e Igualdad de Oportunidades (2011-2015).</li>
<li>Secretario Territorial de la Junta de Castilla y León en Valladolid (2007-2011).</li>
<li>Técnico asesor del viceconsejero de Empleo (2005-2007),</li>
<li>Coordinador de Servicios de la Consejería de Economía y Empleo (2003-2005).</li>
<li>Jefe del Servicio de Empresas Turísticas de la Consejería de Industria, Comercio y Turismo.</li>
</ul>";"20231027";"<ul>
<li>Licenciado en Derecho por la Universidad de Valladolid.</li>
<li>Funcionario del Cuerpo Superior de la Administración de la Comunidad de Castilla y León desde 1995.</li>
</ul>";;;;;1285327213822;20231027;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285327213822/Organigrama";
"Viceconsejero de Administraciones Públicas y Atención al Ciudadano";"Vacante, por suplencia Viceconsejero de RR. II. y Administración Local";;"Viceconsejero de Administraciones Públicas y Atención al Ciudadano";;;;;;;;;1285327476882;20231027;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285327476882/Organigrama";
"Delegada Territorial de Segovia";"Raquel Alonso Pérez";;"Delegada Territorial de Segovia";"https://datosabiertos.jcyl.es/web/jcyl/binarios/40/473/24-Cargo-DELEGADA-JUNTA--SEGOVIA-Raquel-Alonso-Perez.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Concejala delegada de Seguridad Ciudadana en el Ayuntamiento de Segovia (2023-2024)</li>
<li>Jefe de la Oficina Territorial de Trabajo de Segovia (2021-2023)</li>
<li>Jefe de Sección de Patrimonio Cultural del Servicio Territorial de Cultura y Turismo de Segovia (2018-2021).</li>
<li>Jefe de Unidad de Personal y Régimen Interno de la Delegación Territorial de la Junta en Segovia (2011-2018).</li>
<li>Técnico superior del Servicio Territorial de Medio Ambiente de Segovia (2009-2011).</li>
<li>Jefe de Unidad de Secretaría Técnica del Servicio Territorial de Medio Ambiente de Ávila (2008-2009).</li>
<li>Técnico superior en la Delegación Territorial de la Junta en Ávila (2002-2008).</li>
<li>Asesoría jurídica en una Correduría de Seguros y Consultoría de Riesgos (2002).</li>
</ul>";"20240730";"<ul>
<li>Licenciada en Derecho por la Universidad de Valladolid (1994-2000)</li>
<li>Máster en Derecho de las Telecomunicaciones. Instituto de Posgrado y Formación Continua de la Universidad Pontificia de Comillas en Madrid (2001).</li>
<li>Funcionaria del Cuerpo Superior de la Junta de Castilla y León (2002).</li>
</ul>";;;;;1285421687048;20240730;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285421687048/Organigrama";
"Directora General de Atención al Ciudadano y Calidad de los Servicios";"Sonsoles Sánchez-Reyes Peñamaría";;"Directora General de Atención al Ciudadano y Calidad de los Servicios";"https://datosabiertos.jcyl.es/web/jcyl/binarios/230/895/24-Cargo-DG-AtencionCiudadano-Sonsoles-Sanchez-Reyes-Penamaria.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Es profesora titular de universidad del Departamento de Filología Inglesa de la Universidad de Salamanca, adscrita a la Facultad de Educación y Turismo de Ávila, de la que fue subdirectora de 2004 a 2008 y directora de 2008 a 2016.</li>
<li>Ha ocupado las responsabilidades de Delegada del Rector en el Campus de Ávila y en la Escuela Nacional de Policía (2018-2024); Delegada del Rector para las Relaciones de la Universidad de Salamanca con Patrimonio Nacional (2023-2024), siendo Secretaria del Jurado del Premio Reina Sofía de Poesía Iberoamericana, y Directora de la Sede de Cursos Internacionales de la USAL en el Campus de Ávila (2005-2024). Durante varios años ha sido miembro del Consejo de Gobierno de la Universidad de Salamanca y del Claustro Universitario.</li>
<li>Teniente de Alcalde de Cultura, Educación y Deportes del Ayuntamiento de Ávila entre 2011 y 2019, y portavoz del Grupo Municipal Popular de dicho Consistorio de 2019 a 2023.</li>
<li>Es Miembro de Número y Coordinadora del Área de Humanidades de la Institución Gran Duque de Alba, dependiente de la Diputación de Ávila, así como Coordinadora de la Sección de Literatura y Filología.</li>
<li>Ha recibido el Premio Extraordinario de Licenciatura en 1992 y la Cruz al Mérito Policial con Distintivo Blanco en 2002. Ha sido becaria de Investigación de la Junta de Castilla y León en la Universidad de Salamanca (1993-1996) y participado en diversos proyectos de investigación y de innovación docente.</li>
<li>Ha participado en cerca de un centenar de congresos y cursos, siendo directora, coordinadora u organizadora de una veintena de ellos, y es autora de más de 70 publicaciones entre libros, capítulos y artículos en revistas especializadas, en varias áreas de la Lingística Aplicada, la Didáctica de la Lengua Extranjera, la Enseñanza del Inglés para Fines Específicos (señaladamente para la Policía y el Derecho) y la Literatura. En 2023 publicó el libro &lsquo;El alma en los viajes&rsquo; (editorial Cuadernos del Laberinto).</li>
</ul>";"20240719";"<ul>
<li>Doctora en Filología Inglesa por la Universidad de Salamanca (2000).</li>
<li>Licenciada en Derecho por la UNED (2005).</li>
</ul>";;;;;1285327478415;20240719;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285327478415/Organigrama";
"Director General de Industria";"Mariano Muñoz Fernández";;"Director General de Industria";"https://datosabiertos.jcyl.es/web/jcyl/binarios/650/585/24-Cargo-Mariano-Munoz-DG-Industria.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Jefe del Servicio Territorial de Industria, Comercio y Economía (2001-2024).</li>
<li>Técnico Asesor en la Dirección General de Industria, Energía y Minas (1996-2001).</li>
<li>Técnico en los Servicios Territoriales de Economía en Palencia y en Ponferrada, León (1994-1996).</li>
<li>Profesional libre (ingeniero) desempeñando trabajos de ingeniería en la provincia de Salamanca (1991-1993) y antes en la Sociedad de Investigación y Explotación Minera (Siemcalsa) en Valladolid (1989-1991).</li>
</ul>";"20240719";"<ul>
<li>Ingeniero Técnico de Minas y graduado en Ingeniería Minera por la Universidad de León.</li>
<li>Funcionario del Cuerpo de Ingenieros Técnicos (Minas) de la Administración de la Comunidad de Castilla y León desde 1993 (siendo número uno en la oposición).</li>
</ul>";;;;;1285422948527;20240719;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285422948527/Organigrama";
"Director General de Trabajo y Prevención de Riesgos Laborales";"José Manuel Barrios Costa";;"Director General de Trabajo y Prevención de Riesgos Laborales";"https://datosabiertos.jcyl.es/web/jcyl/binarios/960/966/24-Cargo-Jose-Manuel-Barrios-DG-Trabajo.jpg?blobheader=image%2Fjpeg&amp;blobheadername1=Cache-Control&amp;blobheadername2=Expires&amp;blobheadername3=Site&amp;blobheadervalue1=no-store%2Cno-cache%2Cmust-revalidate&amp;blobheadervalue2=0&amp;blobnocache=true";"<ul>
<li>Técnico Superior (A1) en la Delegación Territorial de Zamora, Consejería de Economía y Hacienda (2020-2024).</li>
<li>Jefe del departamento de Personal del Ayuntamiento de Zamora (2014-2020). En esta institución ha ejercido también de técnico de Administración General en las áreas de Medio Ambiente-Obras Públicas y Mantenimiento; Intervención y Rentas.</li>
<li>Secretario interventor de las agrupaciones de ayuntamientos de Almaraz de Duero y Villaseco del Pan y de Rionegro del Puente y Peque, ambos en la provincia de Zamora.</li>
</ul>";"20240719";"<ul>
<li>Licenciado en Derecho por la Universidad de Salamanca (1992-1997).</li>
</ul>";;;;;1285422949020;20240719;"https://gobierno.jcyl.es/web/jcyl/Gobierno/es/Plantilla100Detalle/1246464876027/Cargo/1285422949020/Organigrama";
